"","X","pubDate","title","author","rating","ratingCount","reviewCount","synopsis","pageCount","genres","Fiction","Fantasy","Romance","Young Adult","Mystery","Historical","Contemporary","Nonfiction","Thriller","Science Fiction"
"1335",1335,2015-01-01,"Grey","E.L. James",3.78,125941,10948,"  See the world of Fifty Shades of Grey anew through the eyes of Christian Grey.In Christian's own words, and through his thoughts, reflections, and dreams, E L James offers a fresh perspective on the love story that has enthralled millions of readers around the world.Christian Grey exercises control in all things; his world is neat, disciplined, and utterly empty—until the day that Anastasia Steele falls into his office, in a tangle of shapely limbs and tumbling brown hair. He tries to forget her, but instead is swept up in a storm of emotion he cannot comprehend and cannot resist. Unlike any woman he has known before, shy, unworldly Ana seems to see right through him—past the business prodigy and the penthouse lifestyle to Christian’s cold, wounded heart.  Will being with Ana dispel the horrors of his childhood that haunt Christian every night? Or will his dark sexual desires, his compulsion to control, and the self-loathing that fills his soul drive this girl away and destroy the fragile hope she offers him?This book is intended for mature audiences.",576,"Romance,Adult Fiction,Erotica,Erotica,BDSM,Fiction",1,0,1,0,0,0,0,0,0,0
"1336",1336,2015-01-01,"The Wrath and the Dawn","Renée Ahdieh",4.16,90251,14752,"  One Life to One Dawn.In a land ruled by a murderous boy-king, each dawn brings heartache to a new family. Khalid, the eighteen-year-old Caliph of Khorasan, is a monster. Each night he takes a new bride only to have a silk cord wrapped around her throat come morning. When sixteen-year-old Shahrzad's dearest friend falls victim to Khalid, Shahrzad vows vengeance and volunteers to be his next bride. Shahrzad is determined not only to stay alive, but to end the caliph's reign of terror once and for all.Night after night, Shahrzad beguiles Khalid, weaving stories that enchant, ensuring her survival, though she knows each dawn could be her last. But something she never expected begins to happen: Khalid is nothing like what she'd imagined him to be. This monster is a boy with a tormented heart. Incredibly, Shahrzad finds herself falling in love. How is this possible? It's an unforgivable betrayal. Still, Shahrzad has come to understand all is not as it seems in this palace of marble and stone. She resolves to uncover whatever secrets lurk and, despite her love, be ready to take Khalid's life as retribution for the many lives he's stolen. Can their love survive this world of stories and secrets?",404,"Fantasy,Young Adult,Romance,Retellings",0,1,1,1,0,0,0,0,0,0
"1337",1337,2015-01-01,"Homo Deus: A Brief History of Tomorrow","Yuval Noah Harari",4.29,76642,6754,"  Yuval Noah Harari, author of the critically-acclaimed New York Times bestseller and international phenomenon Sapiens, returns with an equally original, compelling, and provocative book, turning his focus toward humanity’s future, and our quest to upgrade humans into gods.Over the past century humankind has managed to do the impossible and rein in famine, plague, and war. This may seem hard to accept, but, as Harari explains in his trademark style—thorough, yet riveting—famine, plague and war have been transformed from incomprehensible and uncontrollable forces of nature into manageable challenges. For the first time ever, more people die from eating too much than from eating too little; more people die from old age than from infectious diseases; and more people commit suicide than are killed by soldiers, terrorists and criminals put together. The average American is a thousand times more likely to die from binging at McDonalds than from being blown up by Al Qaeda.What then will replace famine, plague, and war at the top of the human agenda? As the self-made gods of planet earth, what destinies will we set ourselves, and which quests will we undertake? Homo Deus explores the projects, dreams and nightmares that will shape the twenty-first century—from overcoming death to creating artificial life. It asks the fundamental questions: Where do we go from here? And how will we protect this fragile world from our own destructive powers? This is the next stage of evolution. This is Homo Deus.With the same insight and clarity that made Sapiens an international hit and a New York Times bestseller, Harari maps out our future. ",450,"Nonfiction,History,Science,Philosophy",0,0,0,0,0,0,0,1,0,0
"1338",1338,2015-01-01,"Career of Evil","Robert Galbraith",4.22,133908,12708,"  Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks could be responsible – and Strike knows that any one of them is capable of sustained and unspeakable brutality.With the police focusing on the one suspect Strike is increasingly sure is not the perpetrator, he and Robin take matters into their own hands, and delve into the dark and twisted worlds of the other three men. But as more horrendous acts occur, time is running out for the two of them…Career of Evil is the third in the series featuring private detective Cormoran Strike and his assistant Robin Ellacott. A mystery and also a story of a man and a woman at a crossroads in their personal and professional lives.",498,"Mystery,Fiction,Mystery,Crime,Thriller,Audiobook",1,0,0,0,1,0,0,0,1,0
"1339",1339,2015-01-01,"Fates and Furies","Lauren Groff",3.57,99658,12360,"  Every story has two sides. Every relationship has two perspectives. And sometimes, it turns out, the key to a great marriage is not its truths but its secrets. At the core of this rich, expansive, layered novel, Lauren Groff presents the story of one such marriage over the course of twenty-four years.At age twenty-two, Lotto and Mathilde are tall, glamorous, madly in love, and destined for greatness. A decade later, their marriage is still the envy of their friends, but with an electric thrill we understand that things are even more complicated and remarkable than they have seemed.",390,"Fiction,Contemporary,Literary Fiction",1,0,0,0,0,0,1,0,0,0
"1340",1340,2015-01-01,"Library of Souls","Ransom Riggs",4.15,97116,9864,"  A boy with extraordinary powers. An army of deadly monsters. An epic battle for the future of peculiardom.The adventure that began with Miss Peregrine’s Home for Peculiar Children and continued in Hollow City comes to a thrilling conclusion with Library of Souls. As the story opens, sixteen-year-old Jacob discovers a powerful new ability, and soon he’s diving through history to rescue his peculiar companions from a heavily guarded fortress. Accompanying Jacob on his journey are Emma Bloom, a girl with fire at her fingertips, and Addison MacHenry, a dog with a nose for sniffing out lost children.They’ll travel from modern-day London to the labyrinthine alleys of Devil’s Acre, the most wretched slum in all of Victorian England. It’s a place where the fate of peculiar children everywhere will be decided once and for all. Like its predecessors, Library of Souls blends thrilling fantasy with never-before-published vintage photography to create a one-of-a-kind reading experience.",465,"Fantasy,Young Adult,Fiction",1,1,0,1,0,0,0,0,0,0
"1341",1341,2015-01-01,"The Girl in the Spider's Web","David Lagercrantz",3.76,114138,12120,"  She is the girl with the dragon tattoo—a genius hacker and uncompromising misfit. He is a crusading journalist whose championing of the truth often brings him to the brink of prosecution.Late one night, Blomkvist receives a phone call from a source claiming to have information vital to the United States. The source has been in contact with a young female superhacker—a hacker resembling someone Blomkvist knows all too well. The implications are staggering. Blomkvist, in desperate need of a scoop for Millennium, turns to Salander for help. She, as usual, has her own agenda. The secret they are both chasing is at the center of a tangled web of spies, cybercriminals, and governments around the world, and someone is prepared to kill to protect it . . . The duo who captivated millions of readers in The Girl with the Dragon Tattoo, The Girl Who Played with Fire, and The Girl Who Kicked the Hornet’s Nest join forces again in this adrenaline-charged, uniquely of-the-moment thriller.",400,"Fiction,Mystery,Thriller,Mystery,Crime,Thriller,Mystery Thriller",1,0,0,0,1,0,0,0,1,0
"1342",1342,2015-01-01,"Golden Son","Pierce Brown",4.45,117863,10316,"  As a Red, Darrow grew up working the mines deep beneath the surface of Mars, enduring backbreaking labor while dreaming of the better future he was building for his descendants. But the Society he faithfully served was built on lies. Darrow’s kind have been betrayed and denied by their elitist masters, the Golds—and their only path to liberation is revolution. And so Darrow sacrifices himself in the name of the greater good for which Eo, his true love and inspiration, laid down her own life. He becomes a Gold, infiltrating their privileged realm so that he can destroy it from within. A lamb among wolves in a cruel world, Darrow finds friendship, respect, and even love—but also the wrath of powerful rivals. To wage and win the war that will change humankind’s destiny, Darrow must confront the treachery arrayed against him, overcome his all-too-human desire for retribution—and strive not for violent revolt but a hopeful rebirth. Though the road ahead is fraught with danger and deceit, Darrow must choose to follow Eo’s principles of love and justice to free his people. He must live for more.",430,"Science Fiction,Fantasy,Science Fiction,Dystopia,Fiction,Young Adult",1,1,0,1,0,0,0,0,0,1
"1343",1343,2015-01-01,"Dead Wake: The Last Crossing of the Lusitania","Erik Larson",4.08,91086,10184,"  From the #1 New York Times bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the LusitaniaOn May 1, 1915, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were anxious. Germany had declared the seas around Britain to be a war zone, and for months, its U-boats had brought terror to the North Atlantic. But the Lusitania was one of the era's great transatlantic ""Greyhounds"" and her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack. He knew, moreover, that his ship - the fastest then in service - could outrun any threat. Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwieger's U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly small - hubris, a chance fog, a closely guarded secret, and more--all converged to produce one of the great disasters of history. It is a story that many of us think we know but don't, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour, mystery, and real-life suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope Riddle to President Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love. Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster that helped place America on the road to war.",430,"Nonfiction,History,Audiobook,Historical,War",0,0,0,0,0,1,0,1,0,0
"1344",1344,2015-01-01,"The Deal","Elle Kennedy",4.28,104958,9052,"  She's about to make a deal with the college bad boy...Hannah Wells has finally found someone who turns her on. But while she might be confident in every other area of her life, she's carting around a full set of baggage when it comes to sex and seduction. If she wants to get her crush's attention, she'll have to step out of her comfort zone and make him take notice... even if it means tutoring the annoying, childish, cocky captain of the hockey team in exchange for a pretend date....and it's going to be oh so good.All Garrett Graham has ever wanted is to play professional hockey after graduation, but his plummeting GPA is threatening everything he's worked so hard for. If helping a sarcastic brunette make another guy jealous will help him secure his position on the team, he's all for it. But when one unexpected kiss leads to the wildest sex of both their lives, it doesn't take long for Garrett to realize that pretend isn't going to cut it. Now he just has to convince Hannah that the man she wants looks a lot like him.",342,"Romance,New Adult,Contemporary,Sports and Games,Sports,Academic,College,Romance,Contemporary Romance,Contemporary Romance,Sports Romance",0,0,1,0,0,0,1,0,0,0
"1345",1345,2015-01-01,"The Lake House","Kate Morton",4.05,83346,9829,"  A missing child.June 1933, and the Edevane family's country house, Loeanneth, is polished and gleaming, ready for the much-anticipated Midsummer Eve party. Alice Edevane, sixteen years old and a budding writer, is especially excited. Not only has she worked out the perfect twist for her novel, she's also fallen helplessly in love with someone she shouldn't have. But by the time midnight strikes and fireworks light up the night skies, the Edevane family will have suffered a loss so great that they leave Loeanneth forever.An abandoned house.Seventy years later, after a particularly troubling case, Sadie Sparrow is sent on an enforced break from her job with the Metropolitan Police. She retreats to her beloved grandfather's cottage in Cornwall but soon finds herself at a loose end. Until one day, Sadie stumbles upon an abandoned house surrounded by overgrown gardens and dense woods, and learns the story of a baby boy who disappeared without a trace.An unsolved mystery.Meanwhile, in the attic writing room of her elegant Hampstead home, the formidable Alice Edevane, now an old lady, leads a life as neatly plotted as the bestselling detective novels she writes. Until a young police detective starts asking questions about her family's past, seeking to resurrect the complex tangle of secrets Alice has spent her life trying to escape.",495,"Historical,Historical Fiction,Fiction,Mystery,Historical",1,0,0,0,1,1,0,0,0,0
"1346",1346,2015-01-01,"Seveneves","Neal Stephenson",3.99,77131,9120,"  What would happen if the world were ending?A catastrophic event renders the earth a ticking time bomb. In a feverish race against the inevitable, nations around the globe band together to devise an ambitious plan to ensure the survival of humanity far beyond our atmosphere, in outer space.But the complexities and unpredictability of human nature coupled with unforeseen challenges and dangers threaten the intrepid pioneers, until only a handful of survivors remain . . .Five thousand years later, their progeny—seven distinct races now three billion strong—embark on yet another audacious journey into the unknown . . . to an alien world utterly transformed by cataclysm and time: Earth.A writer of dazzling genius and imaginative vision, Neal Stephenson combines science, philosophy, technology, psychology, and literature in a magnificent work of speculative fiction that offers a portrait of a future that is both extraordinary and eerily recognizable. As he did in Anathem, Cryptonomicon, the Baroque Cycle, and Reamde, Stephenson explores some of our biggest ideas and perplexing challenges in a breathtaking saga that is daring, engrossing, and altogether brilliant.",880,"Science Fiction,Fiction,Apocalyptic,Post Apocalyptic",1,0,0,0,0,0,0,0,0,1
"1347",1347,2015-01-01,"Fairest","Marissa Meyer",4.01,84165,11894,"  In this stunning bridge book between Cress and Winter in the bestselling Lunar Chronicles, Queen Levana’s story is finally told.Mirror, mirror on the wall,Who is the fairest of them all?Fans of the Lunar Chronicles know Queen Levana as a ruler who uses her “glamour” to gain power. But long before she crossed paths with Cinder, Scarlet, and Cress, Levana lived a very different story – a story that has never been told . . . until now. Marissa Meyer spins yet another unforgettable tale about love and war, deceit and death. This extraordinary book includes full-color art and an excerpt from Winter, the next book in the Lunar Chronicles series.",222,"Young Adult,Fantasy,Science Fiction",1,1,0,1,0,0,0,0,0,1
"1348",1348,2015-01-01,"China Rich Girlfriend","Kevin Kwan",3.82,93674,7544,"  Kevin Kwan, bestselling author of Crazy Rich Asians, is back with a wickedly funny new novel of social climbing, secret e-mails, art-world scandal, lovesick billionaires, and the outrageous story of what happens when Rachel Chu, engaged to marry Asia's most eligible bachelor, discovers her birthfather. On the eve of her wedding to Nicholas Young, heir to one of the greatest fortunes in Asia, Rachel should be over the moon. She has a flawless Asscher-cut diamond from JAR, a wedding dress she loves more than anything found in the salons of Paris, and a fiance willing to sacrifice his entire inheritance in order to marry her. But Rachel still mourns the fact that her birthfather, a man she never knew, won't be able to walk her down the aisle. Until: a shocking revelation draws Rachel into a world of Shanghai splendor beyond anything she has ever imagined. Here we meet Carlton, a Ferrari-crashing bad boy known for Prince Harry-like antics; Colette, a celebrity girlfriend chased by fevered paparazzi; and the man Rachel has spent her entire life waiting to meet: her father. Meanwhile, Singapore's It Girl, Astrid Leong, is shocked to discover that there is a downside to having a newly minted tech billionaire husband. A romp through Asia's most exclusive clubs, auction houses, and estates, China Rich Girlfriend brings us into the elite circles of Mainland China, introducing a captivating cast of characters, and offering an inside glimpse at what it's like to be gloriously, crazily, China-rich.",378,"Fiction,Contemporary,Womens Fiction,Chick Lit,Romance",1,0,1,0,0,0,1,0,0,0
"1349",1349,2015-01-01,"Finders Keepers","Stephen King",4.04,89667,8490,"  Wake up, genius. The genius is John Rothstein, an iconic author who created a famous character, Jimmy Gold, but who hasn’t published a book for decades. Morris Bellamy is livid, not just because Rothstein has stopped providing books, but because the nonconformist Jimmy Gold has sold out for a career in advertising. Morris kills Rothstein and empties his safe of cash, yes, but the real treasure is a trove of notebooks containing at least one more Gold novel.Morris hides the money and the notebooks, and then he is locked away for another crime. Decades later, a boy named Pete Saubers finds the treasure, and now it is Pete and his family that Bill Hodges, Holly Gibney, and Jerome Robinson must rescue from the ever-more deranged and vengeful Morris when he’s released from prison after thirty-five years.",431,"Fiction,Thriller,Horror,Mystery,Mystery,Crime",1,0,0,0,1,0,0,0,1,0
"1350",1350,2015-01-01,"Trigger Warning: Short Fictions and Disturbances","Neil Gaiman",3.93,44904,5161,"  Multiple award winning, #1 New York Times bestselling author Neil Gaiman returns to dazzle, captivate, haunt, and entertain with this third collection of short fiction following Smoke and Mirrors and Fragile Things--which includes a never-before published American Gods story, ""Black Dog,"" written exclusively for this volume.In this new anthology, Neil Gaiman pierces the veil of reality to reveal the enigmatic, shadowy world that lies beneath. Trigger Warning includes previously published pieces of short fiction--stories, verse, and a very special Doctor Who story that was written for the fiftieth anniversary of the beloved series in 2013--as well ""Black Dog,"" a new tale that revisits the world of American Gods, exclusive to this collection.Trigger Warning explores the masks we all wear and the people we are beneath them to reveal our vulnerabilities and our truest selves. Here is a rich cornucopia of horror and ghosts stories, science fiction and fairy tales, fabulism and poetry that explore the realm of experience and emotion. In ""Adventure Story""--a thematic companion to The Ocean at the End of the Lane--Gaiman ponders death and the way people take their stories with them when they die. His social media experience ""A Calendar of Tales"" are short takes inspired by replies to fan tweets about the months of the year--stories of pirates and the March winds, an igloo made of books, and a Mother's Day card that portends disturbances in the universe. Gaiman offers his own ingenious spin on Sherlock Holmes in his award-nominated mystery tale ""The Case of Death and Honey"". And ""Click-Clack the Rattlebag"" explains the creaks and clatter we hear when we're all alone in the darkness.A sophisticated writer whose creative genius is unparalleled, Gaiman entrances with his literary alchemy, transporting us deep into the realm of imagination, where the fantastical becomes real and the everyday incandescent. Full of wonder and terror, surprises and amusements, Trigger Warning is a treasury of delights that engage the mind, stir the heart, and shake the soul from one of the most unique and popular literary artists of our day.",310,"Fantasy,Short Stories,Fiction,Horror,Science Fiction",1,1,0,0,0,0,0,0,0,1
"1351",1351,2016-01-01,"Harry Potter and the Cursed Child: Parts One and Two","John Tiffany",3.68,553500,60606,"  Based on an original new story by J.K. Rowling, Jack Thorne and John Tiffany, a new play by Jack Thorne, Harry Potter and the Cursed Child is the eighth story in the Harry Potter series and the first official Harry Potter story to be presented on stage. The play will receive its world premiere in London’s West End on July 30, 2016.It was always difficult being Harry Potter and it isn’t much easier now that he is an overworked employee of the Ministry of Magic, a husband and father of three school-age children.While Harry grapples with a past that refuses to stay where it belongs, his youngest son Albus must struggle with the weight of a family legacy he never wanted. As past and present fuse ominously, both father and son learn the uncomfortable truth: sometimes, darkness comes from unexpected places.",343,"Fantasy,Fiction,Young Adult,Plays",1,1,0,1,0,0,0,0,0,0
"1352",1352,2016-01-01,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",3.98,272791,19986,"  In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people.For decades, we’ve been told that positive thinking is the key to a happy, rich life. ""F**k positivity,"" Mark Manson says. ""Let’s be honest, shit is f**ked and we have to live with it."" In his wildly popular Internet blog, Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw, refreshing, honest truth that is sorely lacking today. The Subtle Art of Not Giving a F**k is his antidote to the coddling, let’s-all-feel-good mindset that has infected American society and spoiled a generation, rewarding them with gold medals just for showing up.Manson makes the argument, backed both by academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to stomach lemons better. Human beings are flawed and limited—""not everybody can be extraordinary, there are winners and losers in society, and some of it is not fair or your fault."" Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek.There are only so many things we can give a f**k about so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk, filled with entertaining stories and profane, ruthless humor, The Subtle Art of Not Giving a F**k is a refreshing slap for a generation to help them lead contented, grounded lives.",224,"Nonfiction,Self Help,Psychology,Audiobook",0,0,0,0,0,0,0,1,0,0
"1353",1353,2016-01-01,"When Breath Becomes Air","Paul Kalanithi",4.35,301528,26156,"  For readers of Atul Gawande, Andrew Solomon, and Anne Lamott, a profoundly moving, exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question What makes a life worth living?At the age of thirty-six, on the verge of completing a decade's worth of training as a neurosurgeon, Paul Kalanithi was diagnosed with stage IV lung cancer. One day he was a doctor treating the dying, and the next he was a patient struggling to live. And just like that, the future he and his wife had imagined evaporated. When Breath Becomes Air chronicles Kalanithi's transformation from a naïve medical student ""possessed,"" as he wrote, ""by the question of what, given that all organisms die, makes a virtuous and meaningful life"" into a neurosurgeon at Stanford working in the brain, the most critical place for human identity, and finally into a patient and new father confronting his own mortality. What makes life worth living in the face of death? What do you do when the future, no longer a ladder toward your goals in life, flattens out into a perpetual present? What does it mean to have a child, to nurture a new life as another fades away? These are some of the questions Kalanithi wrestles with in this profoundly moving, exquisitely observed memoir. Paul Kalanithi died in March 2015, while working on this book, yet his words live on as a guide and a gift to us all. ""I began to realize that coming face to face with my own mortality, in a sense, had changed nothing and everything,"" he wrote. ""Seven words from Samuel Beckett began to repeat in my head: 'I can't go on. I'll go on.'"" When Breath Becomes Air is an unforgettable, life-affirming reflection on the challenge of facing death and on the relationship between doctor and patient, from a brilliant writer who became both.",208,"Nonfiction,Autobiography,Memoir,Biography,Health,Medicine,Medical,Audiobook,Biography,Autobiography,Biography Memoir,Philosophy,Science",0,0,0,0,0,0,0,1,0,0
"1354",1354,2016-01-01,"The Woman in Cabin 10","Ruth Ware",3.68,255717,23252,"  Lo Blacklock, a journalist who writes for a travel magazine, has just been given the assignment of a lifetime: a week on a luxury cruise with only a handful of cabins. The sky is clear, the waters calm, and the veneered, select guests jovial as the exclusive cruise ship, the Aurora, begins her voyage in the picturesque North Sea. At first, Lo's stay is nothing but pleasant: the cabins are plush, the dinner parties are sparkling, and the guests are elegant. But as the week wears on, frigid winds whip the deck, gray skies fall, and Lo witnesses what she can only describe as a dark and terrifying nightmare: a woman being thrown overboard. The problem? All passengers remain accounted for and so, the ship sails on as if nothing has happened, despite Lo's desperate attempts to convey that something (or someone) has gone terribly, terribly wrong.",340,"Mystery,Fiction,Thriller,Suspense,Thriller,Mystery Thriller",1,0,0,0,1,0,0,0,1,0
"1355",1355,2016-01-01,"Truly Madly Guilty","Liane Moriarty",3.56,192192,17283,"  Six responsible adults. Three cute kids. One small dog. It’s just a normal weekend. What could possibly go wrong?Sam and Clementine have a wonderful, albeit, busy life: they have two little girls, Sam has just started a new dream job, and Clementine, a cellist, is busy preparing for the audition of a lifetime. If there’s anything they can count on, it’s each other.Clementine and Erika are each other’s oldest friends. A single look between them can convey an entire conversation. But theirs is a complicated relationship, so when Erika mentions a last minute invitation to a barbecue with her neighbors, Tiffany and Vid, Clementine and Sam don’t hesitate. Having Tiffany and Vid’s larger than life personalities there will be a welcome respite.Two months later, it won’t stop raining, and Clementine and Sam can’t stop asking themselves the question: What if we hadn’t gone?In Truly Madly Guilty, Liane Moriarty takes on the foundations of our lives: marriage, sex, parenthood, and friendship. She shows how guilt can expose the fault lines in the most seemingly strong relationships, how what we don’t say can be more powerful than what we do, and how sometimes it is the most innocent of moments that can do the greatest harm.",415,"Fiction,Womens Fiction,Chick Lit,Contemporary,Audiobook,Mystery",1,0,0,0,1,0,1,0,0,0
"1356",1356,2016-01-01,"Behind Closed Doors","B.A. Paris",3.95,212770,20913,"  Everyone knows a couple like Jack and Grace: he has looks and wealth, she has charm and elegance. You'd like to get to know Grace better. But it's difficult, because you realize Jack and Grace are never apart. Some might call this true love.Picture this: a dinner party at their perfect home, the conversation and wine flowing. They appear to be in their element while entertaining. And Grace's friends are eager to reciprocate with lunch the following week. Grace wants to go, but knows she never will. Her friends call—so why doesn't Grace ever answer the phone? And how can she cook such elaborate meals but remain so slim?And why are there bars on one of the bedroom windows?The perfect marriage? Or the perfect lie?",293,"Thriller,Fiction,Mystery,Suspense,Thriller,Mystery Thriller,Thriller,Psychological Thriller",1,0,0,0,1,0,0,0,1,0
"1357",1357,2016-01-01,"The Couple Next Door","Shari Lapena",3.77,219562,18731,"  It all started at a dinner party. . .A domestic suspense debut about a young couple and their apparently friendly neighbors--a twisty, rollercoaster ride of lies, betrayal, and the secrets between husbands and wives. . .Anne and Marco Conti seem to have it all--a loving relationship, a wonderful home, and their beautiful baby, Cora. But one night when they are at a dinner party next door, a terrible crime is committed. Suspicion immediately focuses on the parents. But the truth is a much more complicated story.Inside the curtained house, an unsettling account of what actually happened unfolds. Detective Rasbach knows that the panicked couple is hiding something. Both Anne and Marco soon discover that the other is keeping secrets, secrets they've kept for years.What follows is the nerve-racking unraveling of a family--a chilling tale of deception, duplicity, and unfaithfulness that will keep you breathless until the final shocking twist.",308,"Mystery,Thriller,Fiction,Thriller,Mystery Thriller,Suspense",1,0,0,0,1,0,0,0,1,0
"1358",1358,2016-01-01,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","J.D. Vance",3.94,225398,23164,"  From a former marine and Yale Law School graduate, a powerful account of growing up in a poor Rust Belt town that offers a broader, probing look at the struggles of America’s white working classHillbilly Elegy is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The decline of this group, a demographic of our country that has been slowly disintegrating over forty years, has been reported on with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck.The Vance family story begins hopefully in postwar America. J. D.’s grandparents were “dirt poor and in love,” and moved north from Kentucky’s Appalachia region to Ohio in the hopes of escaping the dreadful poverty around them. They raised a middle-class family, and eventually their grandchild (the author) would graduate from Yale Law School, a conventional marker of their success in achieving generational upward mobility.But as the family saga of Hillbilly Elegy plays out, we learn that this is only the short, superficial version. Vance’s grandparents, aunt, uncle, sister, and, most of all, his mother, struggled profoundly with the demands of their new middle-class life, and were never able to fully escape the legacy of abuse, alcoholism, poverty, and trauma so characteristic of their part of America. Vance piercingly shows how he himself still carries around the demons of their chaotic family history.A deeply moving memoir with its share of humor and vividly colorful figures, Hillbilly Elegy is the story of how upward mobility really feels. And it is an urgent and troubling meditation on the loss of the American dream for a large segment of this country.",257,"Nonfiction,Autobiography,Memoir,Biography,Politics",0,0,0,0,0,0,0,1,0,0
"1359",1359,2016-01-01,"Small Great Things","Jodi Picoult",4.34,199096,20898,"  Ruth Jefferson is a labor and delivery nurse at a Connecticut hospital with more than twenty years' experience. During her shift, Ruth begins a routine checkup on a newborn, only to be told a few minutes later that she's been reassigned to another patient. The parents are white supremacists and don't want Ruth, who is African American, to touch their child. The hospital complies with their request, but the next day, the baby goes into cardiac distress while Ruth is alone in the nursery. Does she obey orders or does she intervene?Ruth hesitates before performing CPR and, as a result, is charged with a serious crime. Kennedy McQuarrie, a white public defender, takes her case but gives unexpected advice: Kennedy insists that mentioning race in the courtroom is not a winning strategy. Conflicted by Kennedy's counsel, Ruth tries to keep life as normal as possible for her family—especially her teenage son—as the case becomes a media sensation. As the trial moves forward, Ruth and Kennedy must gain each other's trust, and come to see that what they've been taught their whole lives about others—and themselves—might be wrong.With incredible empathy, intelligence, and candor, Jodi Picoult tackles race, privilege, prejudice, justice, and compassion—and doesn't offer easy answers. Small Great Things is a remarkable achievement from a writer at the top of her game.",510,"Fiction,Contemporary,Audiobook",1,0,0,0,0,0,1,0,0,0
"1360",1360,2016-01-01,"Born a Crime: Stories From a South African Childhood","Trevor Noah",4.45,199308,21819,"  The compelling, inspiring, and comically sublime New York Times bestseller about one man’s coming-of-age, set during the twilight of apartheid and the tumultuous days of freedom that followed.Trevor Noah’s unlikely path from apartheid South Africa to the desk of The Daily Show began with a criminal act: his birth. Trevor was born to a white Swiss father and a black Xhosa mother at a time when such a union was punishable by five years in prison. Living proof of his parents’ indiscretion, Trevor was kept mostly indoors for the earliest years of his life, bound by the extreme and often absurd measures his mother took to hide him from a government that could, at any moment, steal him away. Finally liberated by the end of South Africa’s tyrannical white rule, Trevor and his mother set forth on a grand adventure, living openly and freely and embracing the opportunities won by a centuries-long struggle.Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man’s relationship with his fearless, rebellious, and fervently religious mother—his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life.The eighteen personal essays collected here are by turns hilarious, dramatic, and deeply affecting. Whether subsisting on caterpillars for dinner during hard times, being thrown from a moving car during an attempted kidnapping, or just trying to survive the life-and-death pitfalls of dating in high school, Trevor illuminates his curious world with an incisive wit and unflinching honesty. His stories weave together to form a moving and searingly funny portrait of a boy making his way through a damaged world in a dangerous time, armed only with a keen sense of humor and a mother’s unconventional, unconditional love.Source: penguinrandomhouse.ca",304,"Nonfiction,Autobiography,Memoir,Biography,Audiobook",0,0,0,0,0,0,0,1,0,0
